method,latent_mass_success,mean_mass,mean_set_size,singleton,full_set,seed,m,ncal,ntest,k,q_mass,alpha,delta,regime,sigma
ptcp,1.0,0.9892186406003297,4.865,0.0,0.865,2026191570,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9892186406003297,4.865,0.0,0.865,2026191570,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9876666666666667,0.8243771710120773,3.3213333333333335,0.006333333333333333,0.0,2026191571,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8989914672732716,3.8486666666666665,0.0,0.0,2026191571,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9246666666666666,0.7282224245565287,2.7596666666666665,0.03966666666666667,0.0,2026191571,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,0.9996666666666667,0.9892250981916619,4.876666666666667,0.0,0.8766666666666667,2026191571,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,0.9996666666666667,0.9892250981916619,4.876666666666667,0.0,0.8766666666666667,2026191571,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9943333333333333,0.847210989395232,3.488,0.003,0.0,2026191572,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9059236332734417,3.914,0.0,0.0,2026191572,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9363333333333334,0.7238061868766721,2.7493333333333334,0.034666666666666665,0.0,2026191572,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9897562818862771,4.870666666666667,0.0,0.8706666666666667,2026191572,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9897562818862771,4.870666666666667,0.0,0.8706666666666667,2026191572,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9936666666666667,0.8421765154022491,3.444,0.003,0.0,2026191573,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.997,0.8680883684129295,3.6233333333333335,0.0006666666666666666,0.0,2026191573,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.933,0.7298573094444526,2.776,0.03233333333333333,0.0,2026191573,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.98982057709909,4.867666666666667,0.0,0.8676666666666667,2026191573,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.98982057709909,4.867666666666667,0.0,0.8676666666666667,2026191573,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9846666666666667,0.8142858985010346,3.264,0.005333333333333333,0.0,2026191574,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9060946303648655,3.9126666666666665,0.0003333333333333333,0.0,2026191574,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9116666666666666,0.7089339483082506,2.669,0.055,0.0,2026191574,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9891790984912502,4.868666666666667,0.0,0.8686666666666667,2026191574,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9891790984912502,4.868666666666667,0.0,0.8686666666666667,2026191574,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.994,0.8580015505929193,3.559,0.002,0.0,2026191575,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9153847408038225,3.997,0.0,0.0,2026191575,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9316666666666666,0.728610780478838,2.7666666666666666,0.036,0.0,2026191575,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,0.9996666666666667,0.989722520777586,4.873666666666667,0.0,0.8736666666666667,2026191575,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,0.9996666666666667,0.989722520777586,4.873666666666667,0.0,0.8736666666666667,2026191575,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9806666666666667,0.8041780813402487,3.184,0.009,0.0,2026191576,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9077888081499151,3.9243333333333332,0.0003333333333333333,0.0,2026191576,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9093333333333333,0.7091283642728986,2.655666666666667,0.04666666666666667,0.0,2026191576,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9900513558179849,4.875,0.0,0.875,2026191576,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9900513558179849,4.875,0.0,0.875,2026191576,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9946666666666667,0.8478292729844422,3.4683333333333333,0.001,0.0,2026191577,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9130692622936487,3.966666666666667,0.0,0.0,2026191577,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9356666666666666,0.7280659420897264,2.754,0.03666666666666667,0.0,2026191577,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9889052484767639,4.862666666666667,0.0,0.8626666666666667,2026191577,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9889052484767639,4.862666666666667,0.0,0.8626666666666667,2026191577,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.987,0.805974059810742,3.203333333333333,0.005333333333333333,0.0,2026191578,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9205582419245781,4.058666666666666,0.0,0.058666666666666666,2026191578,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9343333333333333,0.7207373911058497,2.7196666666666665,0.036,0.0,2026191578,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9901948126029588,4.870333333333333,0.0,0.8703333333333333,2026191578,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9901948126029588,4.870333333333333,0.0,0.8703333333333333,2026191578,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.968,0.766749815122336,2.987,0.019666666666666666,0.0,2026191579,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8924850806793279,3.8193333333333332,0.0,0.0,2026191579,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9436666666666667,0.7333626052849688,2.791333333333333,0.030333333333333334,0.0,2026191579,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9887171357612327,4.868666666666667,0.0,0.8686666666666667,2026191579,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9887171357612327,4.868666666666667,0.0,0.8686666666666667,2026191579,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9893333333333333,0.8350255119517048,3.377,0.004,0.0,2026191580,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.939124006779735,4.262,0.0,0.262,2026191580,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.927,0.7264673512951443,2.743,0.04,0.0,2026191580,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9894652396664352,4.872333333333334,0.0,0.8723333333333333,2026191580,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9894652396664352,4.872333333333334,0.0,0.8723333333333333,2026191580,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9853333333333333,0.8176152703529098,3.271333333333333,0.008,0.0,2026191581,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8837120738939184,3.7296666666666667,0.0,0.0,2026191581,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9113333333333333,0.7115718194229633,2.6766666666666667,0.046,0.0,2026191581,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9899205200489647,4.869,0.0,0.869,2026191581,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9899205200489647,4.869,0.0,0.869,2026191581,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.993,0.8410475425553686,3.441,0.003,0.0,2026191582,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8865596576310321,3.763,0.0006666666666666666,0.0,2026191582,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.919,0.7078862839574197,2.656,0.049,0.0,2026191582,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9897992747066829,4.866666666666666,0.0,0.8666666666666667,2026191582,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9897992747066829,4.866666666666666,0.0,0.8666666666666667,2026191582,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.988,0.8274336356637456,3.3353333333333333,0.0033333333333333335,0.0,2026191583,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9986666666666667,0.8919105892228233,3.7936666666666667,0.0,0.0,2026191583,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9116666666666666,0.7084763406035582,2.649,0.043666666666666666,0.0,2026191583,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9890953200886291,4.863666666666667,0.0,0.8636666666666667,2026191583,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9890953200886291,4.863666666666667,0.0,0.8636666666666667,2026191583,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.987,0.8172997902482921,3.279,0.007,0.0,2026191584,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8677762632795845,3.6153333333333335,0.001,0.0,2026191584,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9236666666666666,0.7195730207720359,2.716666666666667,0.04133333333333333,0.0,2026191584,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.988575158658499,4.856,0.0,0.856,2026191584,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.988575158658499,4.856,0.0,0.856,2026191584,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.996,0.8662559809463436,3.5976666666666666,0.0013333333333333333,0.0,2026191585,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.998,0.8860398938721723,3.748666666666667,0.0,0.0,2026191585,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.917,0.7095190408155049,2.674,0.04633333333333333,0.0,2026191585,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9905194131432087,4.878333333333333,0.0,0.8783333333333333,2026191585,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9905194131432087,4.878333333333333,0.0,0.8783333333333333,2026191585,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9926666666666667,0.8304265140389337,3.383,0.0036666666666666666,0.0,2026191586,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.90852587571364,3.9513333333333334,0.0,0.0,2026191586,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9463333333333334,0.7383799504511842,2.840333333333333,0.02666666666666667,0.0,2026191586,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9906423230193705,4.877666666666666,0.0,0.8776666666666667,2026191586,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9906423230193705,4.877666666666666,0.0,0.8776666666666667,2026191586,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9793333333333333,0.7940699683754309,3.1243333333333334,0.009333333333333334,0.0,2026191587,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9212527525472021,4.05,0.0,0.05,2026191587,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9083333333333333,0.6993440544582542,2.5976666666666666,0.050666666666666665,0.0,2026191587,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9999535700021258,4.999666666666666,0.0,0.9996666666666667,2026191587,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9894097677839444,4.8646666666666665,0.0,0.8646666666666667,2026191587,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.989,0.8177619095669616,3.283333333333333,0.005,0.0,2026191588,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.912195031571509,3.963,0.0,0.0,2026191588,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9386666666666666,0.7284438259538316,2.764,0.027666666666666666,0.0,2026191588,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9900554216363461,4.880333333333334,0.0,0.8803333333333333,2026191588,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9900554216363461,4.880333333333334,0.0,0.8803333333333333,2026191588,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9933333333333333,0.8316836271122336,3.3853333333333335,0.004,0.0,2026191589,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9079629893598208,3.9463333333333335,0.0,0.0,2026191589,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9313333333333333,0.7239224769947732,2.7643333333333335,0.037,0.0,2026191589,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9890057374257958,4.868,0.0,0.868,2026191589,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9890057374257958,4.868,0.0,0.868,2026191589,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.986,0.8053596532816724,3.183,0.009666666666666667,0.0,2026191590,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.943551120005739,4.296333333333333,0.0,0.29633333333333334,2026191590,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9023333333333333,0.6928657214066649,2.573,0.057,0.0,2026191590,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.990296970445491,4.871666666666667,0.0,0.8716666666666667,2026191590,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.990296970445491,4.871666666666667,0.0,0.8716666666666667,2026191590,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9976666666666667,0.8807610492453365,3.695333333333333,0.0,0.0,2026191591,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9093391066410895,3.921,0.0,0.0,2026191591,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9453333333333334,0.7381277315613423,2.805,0.03333333333333333,0.0,2026191591,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,0.9996666666666667,0.9902703785362934,4.878333333333333,0.0,0.8783333333333333,2026191591,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,0.9996666666666667,0.9902703785362934,4.878333333333333,0.0,0.8783333333333333,2026191591,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9776666666666667,0.8018629099815251,3.1763333333333335,0.010333333333333333,0.0,2026191592,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9403044781311354,4.293333333333333,0.0,0.29333333333333333,2026191592,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9283333333333333,0.7250030384019069,2.7443333333333335,0.03866666666666667,0.0,2026191592,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9892688851108672,4.870666666666667,0.0,0.8706666666666667,2026191592,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9892688851108672,4.870666666666667,0.0,0.8706666666666667,2026191592,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.989,0.8152612829571787,3.245,0.009,0.0,2026191593,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9024740621206735,3.869,0.0,0.0,2026191593,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9,0.6937847163197103,2.570666666666667,0.05733333333333333,0.0,2026191593,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9895094834350856,4.875,0.0,0.875,2026191593,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9895094834350856,4.875,0.0,0.875,2026191593,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.971,0.7811360899417884,3.0326666666666666,0.016,0.0,2026191594,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8892338578519748,3.7736666666666667,0.0,0.0,2026191594,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9196666666666666,0.713571083448863,2.666,0.043333333333333335,0.0,2026191594,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9902279052222536,4.879333333333333,0.0,0.8793333333333333,2026191594,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9404609865986113,4.291333333333333,0.0,0.29133333333333333,2026191594,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9933333333333333,0.8581170857028425,3.545,0.0013333333333333333,0.0,2026191595,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9976666666666667,0.8786802739107603,3.687,0.001,0.0,2026191595,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9393333333333334,0.7416509290208151,2.832333333333333,0.03666666666666667,0.0,2026191595,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9902325397878059,4.875666666666667,0.0,0.8756666666666667,2026191595,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9902325397878059,4.875666666666667,0.0,0.8756666666666667,2026191595,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.984,0.8038232651355387,3.206,0.007666666666666666,0.0,2026191596,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.901492865531072,3.8756666666666666,0.0,0.0,2026191596,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9083333333333333,0.6985935594282883,2.6216666666666666,0.04733333333333333,0.0,2026191596,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9892803146646633,4.864,0.0,0.864,2026191596,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9892803146646633,4.864,0.0,0.864,2026191596,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9906666666666667,0.8247967233648982,3.3073333333333332,0.005333333333333333,0.0,2026191597,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.8804877423827465,3.691,0.0003333333333333333,0.0,2026191597,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9483333333333334,0.7422277311994012,2.826,0.028666666666666667,0.0,2026191597,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9892039228733711,4.865333333333333,0.0,0.8653333333333333,2026191597,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9892039228733711,4.865333333333333,0.0,0.8653333333333333,2026191597,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9923333333333333,0.8463648231095345,3.464,0.004,0.0,2026191598,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.907734465954774,3.9243333333333332,0.0,0.0,2026191598,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9083333333333333,0.7069772508604693,2.6513333333333335,0.04666666666666667,0.0,2026191598,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9898128122897506,4.873333333333333,0.0,0.8733333333333333,2026191598,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9898128122897506,4.873333333333333,0.0,0.8733333333333333,2026191598,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.971,0.7787147725534029,3.075,0.012333333333333333,0.0,2026191599,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9983333333333333,0.8856486621118255,3.779,0.0003333333333333333,0.0,2026191599,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.8983333333333333,0.6971725537300251,2.62,0.052333333333333336,0.0,2026191599,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9891810995991708,4.870666666666667,0.0,0.8706666666666667,2026191599,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9891810995991708,4.870666666666667,0.0,0.8706666666666667,2026191599,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9863333333333333,0.8238180352405392,3.3076666666666665,0.006666666666666667,0.0,2026191600,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9077203831380607,3.914,0.0,0.0,2026191600,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9456666666666667,0.743360318484282,2.832,0.029666666666666668,0.0,2026191600,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9892311055560499,4.865666666666667,0.0,0.8656666666666667,2026191600,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9892311055560499,4.865666666666667,0.0,0.8656666666666667,2026191600,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9853333333333333,0.8166584496710745,3.2676666666666665,0.005,0.0,2026191601,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.9159838890965412,3.9923333333333333,0.0,0.0,2026191601,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9113333333333333,0.7114905660152532,2.667666666666667,0.04633333333333333,0.0,2026191601,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9890061688486147,4.868333333333333,0.0,0.8683333333333333,2026191601,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9890061688486147,4.868333333333333,0.0,0.8683333333333333,2026191601,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9933333333333333,0.8420889688572467,3.433666666666667,0.0026666666666666666,0.0,2026191602,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9210968950070595,4.047666666666666,0.0,0.04766666666666667,2026191602,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9083333333333333,0.7014024751066148,2.607666666666667,0.05533333333333333,0.0,2026191602,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9907976118308058,4.874666666666666,0.0,0.8746666666666667,2026191602,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9907976118308058,4.874666666666666,0.0,0.8746666666666667,2026191602,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.972,0.7833801664009722,3.0603333333333333,0.013666666666666667,0.0,2026191603,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.999,0.9009444593668905,3.8786666666666667,0.0,0.0,2026191603,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.921,0.7164147583269438,2.683,0.04533333333333334,0.0,2026191603,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9903925727806169,4.875666666666667,0.0,0.8756666666666667,2026191603,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9903925727806169,4.875666666666667,0.0,0.8756666666666667,2026191603,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9973333333333333,0.8595068589434416,3.563,0.0023333333333333335,0.0,2026191604,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9996666666666667,0.9129383356190038,3.974,0.0,0.0,2026191604,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9566666666666667,0.755851995992852,2.9236666666666666,0.021333333333333333,0.0,2026191604,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9898053298389442,4.869666666666666,0.0,0.8696666666666667,2026191604,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,1.0,0.9898053298389442,4.869666666666666,0.0,0.8696666666666667,2026191604,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.9893333333333333,0.8204691210145239,3.2906666666666666,0.007,0.0,2026191605,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,0.9993333333333333,0.8952820445783436,3.8193333333333332,0.0,0.0,2026191605,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9176666666666666,0.7101042289775074,2.671666666666667,0.04566666666666667,0.0,2026191605,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,0.9996666666666667,0.9892510355586465,4.867,0.0,0.867,2026191605,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp_randomized,0.9996666666666667,0.9892510355586465,4.867,0.0,0.867,2026191605,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
majority_cp,0.996,0.8681979418116118,3.6306666666666665,0.0003333333333333333,0.0,2026191606,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
random_rater_cp,1.0,0.9187334977329247,4.047,0.0,0.047,2026191606,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
naive_panel_cp,0.9363333333333334,0.7339358497173009,2.789,0.03833333333333333,0.0,2026191606,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
ptcp,1.0,0.9884489994169056,4.866666666666666,0.0,0.8666666666666667,2026191606,10,300,3000,5,0.5,0.1,0.05,ambiguous,0.8
